id,text
1924451722270790015,"@riizesunggchan @IndiHome Mohon kesediaan Bpk/ibu untuk menghubungi layanan WhatsApp kami untuk kami bantu.
pengecekan lebih lanjut
               👇🏼
https://t.co/dt0xoUL1YD
       Admin-lisa"
1924451402715467807,"@IndiHome Aman, gercep bgt 30 menit teknisinya langsung sampe"
1924451261077914084,@IndiHome dari kemarin tau 🥹🥹🥹
1924451229587169407,@MZafin @IndiHome Siap boskuuuu
1924451147940811219,@IndiHome kak cek dm
1924451019658056035,"halo min @IndiHome @IndiHomeCare mohon segera cek dm ya, saya sudah menghubungi beberapa admin sudah dari kemarin tapi sampai skrg blm ada respon. terimakasi"
1924447010360619433,@ReiDuduk emang dia indihome?
1924446942811340892,"📄 Berhenti berlangganan IndiHome? Mau urus tapi berhalangan datang?

✅ Gunakan Surat Kuasa Pemutusan Layanan IndiHome

📌 Template Format Word SIAP PAKAI!

📥 Download di Format Administrasi Desa:
🔗 https://t.co/nKbJiGxvAk

#IndiHome #SuratKuasa"
1924446183235416554,"@IndiHome @IndiHomeCare @IndihomeJTD Layar di promosi terus, cek dm"
1924445494413230251,"indihome, telkom emng sinyal nya lg pd jelek ya??? ngelag bgt taik"
1924445201755763030,"@IniMinNeo Bayar Tagihan IndiHome
#GiveawayIndiHomeBorneo
#IndiHomeBorneo
@WatiTrisnawat14 @Rin179184 @risa_wulandari"
1924445180712923550,"@lecippie @hazeulnats Merasa terpanggil nih Kak, ada apa nih? Jika ada hal yang ingin ditanyakan seputar layanan IndiHome bisa hubungi kami ya😊. -Maul"
1924444777430573544,"@IndiHome udah email dan dm dongg, tapi tidak direspon hehehe"
1924444761601331519,"@IniMinNeo Bayar Tagihan IndiHome
#GiveawayIndiHomeBorneo
#IndiHomeBorneo
@Nuraeni40359747 @RinRin82779740 @sanjayaroni283"
1924444718362218729,"@kakayipii @IndiHomeCare Untuk berhenti berlangganan, saat ini bisa lewat GraPARI terdekat atau Call Center 188. Kalau mau, Maul bisa bantu reservasikan agar Kakak dihubungi dari 188. Silakan DM detail permintaan &amp; nomor internetnya ke akun @IndiHome ya 🙏 -Maul"
1924444427248099758,"@astronotmars Indihome:
Assalamualaikum"
1924444403651014676,@IndiHome cek dm y! thx
1924444086137933872,"@SimasBatam @IndiHome @SimasBatam Cek berkala balasan DM nya ya, Kak Simas. Temen Rai di DM pasti akan respons DM nya segera 😊 -Rai"
